MV540.readRequest,MV540.readDataAvail,MV540.readData,MV540.readError,MV540.readErrorMsg,MV540.readReset,MV540.enableLogic,MV540.readStartTime,RFID.RF615R_1.readRequest,RFID.RF615R_1.readDataAvail,RFID.RF615R_1.readDataLen,RFID.RF615R_1.readData,RFID.RF615R_1.readError,RFID.RF615R_1.readErrorMsg,RFID.RF615R_1.readReset,RFID.RF615R_1.writeRequest,RFID.RF615R_1.writeData,RFID.RF615R_1.writeDone,RFID.RF615R_1.writeError,RFID.RF615R_1.writeErrorMsg,RFID.RF615R_1.writeReset,RFID.RF615R_1.enableLogic,RFID.RF615R_2.readRequest,RFID.RF615R_2.readDataAvail,RFID.RF615R_2.readDataLen,RFID.RF615R_2.readData,RFID.RF615R_2.readError,RFID.RF615R_2.readErrorMsg,RFID.RF615R_2.readReset,RFID.RF615R_2.writeRequest,RFID.RF615R_2.writeData,RFID.RF615R_2.writeDone,RFID.RF615R_2.writeError,RFID.RF615R_2.writeErrorMsg,RFID.RF615R_2.writeReset,RFID.RF615R_2.enableLogic,RFID.readStartTime,ROBOTS.SCOUT_1.name,ROBOTS.SCOUT_1.command,ROBOTS.SCOUT_1.execute,ROBOTS.SCOUT_1.reset,ROBOTS.SCOUT_1.done,ROBOTS.SCOUT_1.error,ROBOTS.SCOUT_1.errorMsg,ROBOTS.SCOUT_1.statusMsg,ROBOTS.SCOUT_1.enableLogic,ROBOTS.SCOUT_2.name,ROBOTS.SCOUT_2.command,ROBOTS.SCOUT_2.execute,ROBOTS.SCOUT_2.reset,ROBOTS.SCOUT_2.done,ROBOTS.SCOUT_2.error,ROBOTS.SCOUT_2.errorMsg,ROBOTS.SCOUT_2.statusMsg,ROBOTS.SCOUT_2.enableLogic,ROBOTS.ROSIE.name,ROBOTS.ROSIE.command,ROBOTS.ROSIE.execute,ROBOTS.ROSIE.reset,ROBOTS.ROSIE.done,ROBOTS.ROSIE.error,ROBOTS.ROSIE.errorMsg,ROBOTS.ROSIE.statusMsg,ROBOTS.ROSIE.enableLogic,ROBOTS.readStartTime,COGNEX.triggerEnable,COGNEX.trigger,COGNEX.triggerAck,COGNEX.acquisitionID,COGNEX.reset,COGNEX.inspectionComplete,COGNEX.inspectionID,COGNEX.inspectionResults,COGNEX.inspectionResultsAccepted,COGNEX.inspectionResultsCode,COGNEX.enableLogic,COGNEX.readStartTime,readStartTime,Proximity_sensors_shipping_area_occupancy_percentage
False,False,,False,,False,True,1754326474352,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326474352,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326474352,False,False,False,0,False,False,0,0,False,0,True,1754326474352,1754326474352,36
False,False,,False,,False,True,1754326475404,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326475404,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326475404,False,False,False,0,False,False,0,0,False,0,True,1754326475404,1754326475404,40
False,False,,False,,False,True,1754326476464,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326476464,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326476464,False,False,False,0,False,False,0,0,False,0,True,1754326476464,1754326476464,45
False,False,,False,,False,True,1754326477510,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326477510,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326477510,False,False,False,0,False,False,0,0,False,0,True,1754326477510,1754326477510,21
False,False,,False,,False,True,1754326478557,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326478557,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326478557,False,False,False,0,False,False,0,0,False,0,True,1754326478557,1754326478557,78
False,False,,False,,False,True,1754326479603,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326479603,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326479603,False,False,False,0,False,False,0,0,False,0,True,1754326479603,1754326479603,33
False,False,,False,,False,True,1754326480653,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326480653,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326480653,False,False,False,0,False,False,0,0,False,0,True,1754326480653,1754326480653,4
False,False,,False,,False,True,1754326481711,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326481711,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326481711,False,False,False,0,False,False,0,0,False,0,True,1754326481711,1754326481711,51
False,False,,False,,False,True,1754326482748,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326482748,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326482748,False,False,False,0,False,False,0,0,False,0,True,1754326482748,1754326482748,49
False,False,,False,,False,True,1754326483808,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326483808,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326483808,False,False,False,0,False,False,0,0,False,0,True,1754326483808,1754326483808,88
False,False,,False,,False,True,1754326484844,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326484844,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326484844,False,False,False,0,False,False,0,0,False,0,True,1754326484844,1754326484844,33
False,False,,False,,False,True,1754326485904,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326485904,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326485904,False,False,False,0,False,False,0,0,False,0,True,1754326485904,1754326485904,92
False,False,,False,,False,True,1754326486938,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326486938,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326486938,False,False,False,0,False,False,0,0,False,0,True,1754326486938,1754326486938,92
False,False,,False,,False,True,1754326487986,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326487986,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326487986,False,False,False,0,False,False,0,0,False,0,True,1754326487986,1754326487986,16
False,False,,False,,False,True,1754326489033,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326489033,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326489033,False,False,False,0,False,False,0,0,False,0,True,1754326489033,1754326489033,64
False,False,,False,,False,True,1754326490099,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326490099,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326490099,False,False,False,0,False,False,0,0,False,0,True,1754326490099,1754326490099,17
False,False,,False,,False,True,1754326491138,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326491138,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326491138,False,False,False,0,False,False,0,0,False,0,True,1754326491138,1754326491138,71
False,False,,False,,False,True,1754326492349,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326492349,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326492349,False,False,False,0,False,False,0,0,False,0,True,1754326492349,1754326492349,9
False,False,,False,,False,True,1754326493560,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326493560,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326493560,False,False,False,0,False,False,0,0,False,0,True,1754326493560,1754326493560,16
False,False,,False,,False,True,1754326494785,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326494785,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326494785,False,False,False,0,False,False,0,0,False,0,True,1754326494785,1754326494785,37
False,False,,False,,False,True,1754326496010,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326496010,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326496010,False,False,False,0,False,False,0,0,False,0,True,1754326496010,1754326496010,68
False,False,,False,,False,True,1754326497218,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326497218,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326497218,False,False,False,0,False,False,0,0,False,0,True,1754326497218,1754326497218,9
False,False,,False,,False,True,1754326498428,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326498428,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326498428,False,False,False,0,False,False,0,0,False,0,True,1754326498428,1754326498428,32
False,False,,False,,False,True,1754326499638,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326499638,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326499638,False,False,False,0,False,False,0,0,False,0,True,1754326499638,1754326499638,68
False,False,,False,,False,True,1754326500849,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326500849,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326500849,False,False,False,0,False,False,0,0,False,0,True,1754326500849,1754326500849,3
False,False,,False,,False,True,1754326502060,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326502060,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326502060,False,False,False,0,False,False,0,0,False,0,True,1754326502060,1754326502060,36
False,False,,False,,False,True,1754326503269,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326503269,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326503269,False,False,False,0,False,False,0,0,False,0,True,1754326503269,1754326503269,25
False,False,,False,,False,True,1754326504495,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326504495,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326504495,False,False,False,0,False,False,0,0,False,0,True,1754326504495,1754326504495,39
False,False,,False,,False,True,1754326505702,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326505702,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326505702,False,False,False,0,False,False,0,0,False,0,True,1754326505702,1754326505702,70
False,False,,False,,False,True,1754326506900,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326506900,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326506900,False,False,False,0,False,False,0,0,False,0,True,1754326506900,1754326506900,77
False,False,,False,,False,True,1754326508091,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326508091,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326508091,False,False,False,0,False,False,0,0,False,0,True,1754326508091,1754326508091,53
False,False,,False,,False,True,1754326509316,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326509316,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326509316,False,False,False,0,False,False,0,0,False,0,True,1754326509316,1754326509316,20
False,False,,False,,False,True,1754326510514,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326510514,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326510514,False,False,False,0,False,False,0,0,False,0,True,1754326510514,1754326510514,33
False,False,,False,,False,True,1754326511558,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326511558,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326511558,False,False,False,0,False,False,0,0,False,0,True,1754326511558,1754326511558,79
False,False,,False,,False,True,1754326512594,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326512594,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326512594,False,False,False,0,False,False,0,0,False,0,True,1754326512594,1754326512594,85
False,False,,False,,False,True,1754326513648,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326513648,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326513648,False,False,False,0,False,False,0,0,False,0,True,1754326513648,1754326513648,94
False,False,,False,,False,True,1754326514713,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326514713,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326514713,False,False,False,0,False,False,0,0,False,0,True,1754326514713,1754326514713,77
False,False,,False,,False,True,1754326515778,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326515778,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326515778,False,False,False,0,False,False,0,0,False,0,True,1754326515778,1754326515778,46
False,False,,False,,False,True,1754326516829,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326516829,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326516829,False,False,False,0,False,False,0,0,False,0,True,1754326516829,1754326516829,65
False,False,,False,,False,True,1754326517890,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326517890,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326517890,False,False,False,0,False,False,0,0,False,0,True,1754326517890,1754326517890,77
False,False,,False,,False,True,1754326518938,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326518938,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326518938,False,False,False,0,False,False,0,0,False,0,True,1754326518938,1754326518938,92
False,False,,False,,False,True,1754326519992,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326519992,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326519992,False,False,False,0,False,False,0,0,False,0,True,1754326519992,1754326519992,22
False,False,,False,,False,True,1754326521026,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326521026,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326521026,False,False,False,0,False,False,0,0,False,0,True,1754326521026,1754326521026,78
False,False,,False,,False,True,1754326522061,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326522061,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326522061,False,False,False,0,False,False,0,0,False,0,True,1754326522061,1754326522061,88
False,False,,False,,False,True,1754326523128,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326523128,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326523128,False,False,False,0,False,False,0,0,False,0,True,1754326523128,1754326523128,86
False,False,,False,,False,True,1754326524173,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326524173,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326524173,False,False,False,0,False,False,0,0,False,0,True,1754326524173,1754326524173,4
False,False,,False,,False,True,1754326525212,False,False,255,,False,,False,False,,False,False,,False,False,False,False,255,,False,,False,False,,False,False,,False,True,1754326525212,SCOUT_1,GOTO STATION_A,False,False,False,False,,,False,SCOUT_2,GOTO STATION_B,False,False,False,False,,,False,ROSIE,GOTO STATION_A,False,False,False,False,,,False,1754326525212,False,False,False,0,False,False,0,0,False,0,True,1754326525212,1754326525212,78
